produto;id_deposito_1;qtd_1;id_deposito_2;qtd_2;id_deposito_3;qtd_3;id_deposito_4;qtd_4;id_deposito_5;qtd_5;id_deposito_6;qtd_6;id_deposito_7;qtd_7;id_deposito_8;qtd_8;id_deposito_9;qtd_9;id_deposito_10;qtd_10;id_deposito_11;qtd_11
90283;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90284;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90235;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90221;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90082;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90107;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90133;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90168;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90083;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90108;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90134;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90169;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90264;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90265;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90266;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90267;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90268;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90269;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90270;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90271;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90323;65;;66;;67;;69;;70;;71;3;72;;73;;74;;75;;68;
90324;65;;66;;67;;69;;70;;71;3;72;;73;;74;;75;;68;
89252;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89468;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89715;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89742;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89362;65;1;66;1;67;1;69;;70;1;71;2;72;;73;;74;;75;1;68;
89785;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
90038;65;;66;;67;;69;;70;;71;2;72;;73;;74;;75;;68;
89190;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;1
89351;65;;66;;67;;69;;70;;71;;72;;73;1;74;;75;1;68;1
89627;65;1;66;;67;;69;;70;;71;;72;;73;;74;1;75;1;68;1
89177;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89334;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89222;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89383;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89234;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89396;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89664;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89243;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89406;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89672;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89455;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89714;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89728;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89095;65;;66;1;67;;69;;70;1;71;2;72;;73;;74;;75;;68;
89504;65;2;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89703;65;;66;;67;;69;1;70;1;71;;72;;73;;74;;75;1;68;1
90054;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89792;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89760;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89998;65;3;66;2;67;2;69;;70;2;71;3;72;;73;2;74;3;75;2;68;
89762;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;2;68;
90305;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90055;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89824;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89816;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89765;65;1;66;3;67;;69;3;70;1;71;3;72;;73;3;74;3;75;3;68;2
89100;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89579;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89763;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89096;65;;66;1;67;;69;;70;1;71;2;72;;73;;74;;75;1;68;
89685;65;1;66;1;67;;69;;70;;71;;72;;73;;74;1;75;;68;
89729;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89097;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89730;65;1;66;;67;;69;;70;1;71;;72;;73;;74;1;75;;68;
89897;65;;66;;67;;69;;70;9;71;6;72;2;73;3;74;4;75;9;68;3
89563;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89686;65;1;66;1;67;;69;;70;1;71;2;72;;73;;74;;75;;68;
89098;65;1;66;1;67;;69;;70;1;71;;72;;73;;74;;75;2;68;
89517;65;;66;1;67;;69;;70;;71;;72;;73;1;74;1;75;;68;
89687;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;1;68;
89710;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89731;65;1;66;;67;;69;;70;1;71;;72;;73;;74;;75;1;68;
89208;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89368;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89643;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89754;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89197;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89357;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89634;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90185;65;1;66;1;67;1;69;;70;1;71;1;72;;73;;74;1;75;1;68;
90192;65;1;66;1;67;1;69;;70;1;71;1;72;;73;;74;1;75;1;68;
90209;65;1;66;1;67;1;69;;70;1;71;1;72;;73;;74;1;75;1;68;
89891;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90184;65;1;66;3;67;1;69;1;70;;71;;72;;73;;74;;75;;68;
90187;65;1;66;3;67;1;69;1;70;;71;;72;;73;;74;;75;;68;
90205;65;1;66;3;67;1;69;1;70;;71;;72;;73;;74;;75;;68;
89777;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90227;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89198;65;;66;1;67;;69;;70;2;71;;72;;73;;74;;75;;68;
89358;65;;66;2;67;;69;;70;3;71;2;72;;73;2;74;;75;1;68;2
89635;65;;66;4;67;;69;;70;4;71;1;72;;73;;74;;75;;68;4
89109;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89254;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89280;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89417;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89446;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89498;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89276;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89297;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89108;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89255;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89700;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89253;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89999;65;2;66;2;67;1;69;;70;;71;1;72;;73;;74;;75;;68;
90238;65;3;66;5;67;;69;;70;;71;5;72;;73;;74;;75;;68;
90250;65;10;66;9;67;;69;6;70;6;71;9;72;;73;9;74;8;75;10;68;16
90222;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90232;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90228;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90239;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90251;65;10;66;12;67;;69;6;70;12;71;12;72;;73;;74;14;75;10;68;
90255;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90256;65;;66;7;67;;69;;70;;71;;72;;73;;74;;75;;68;
91295;65;;66;6;67;;69;;70;;71;;72;;73;;74;;75;;68;
91296;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90262;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
91297;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90318;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90219;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90258;65;;66;;67;;69;;70;;71;;72;;73;;74;1;75;;68;
90223;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90272;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90259;65;;66;;67;;69;;70;1;71;;72;;73;;74;1;75;;68;
90260;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
90261;65;;66;;67;;69;;70;;71;;72;1;73;;74;;75;;68;
89980;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89942;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89949;65;;66;;67;;69;;70;;71;;72;;73;1;74;;75;1;68;1
89779;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89916;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89106;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89107;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89782;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89872;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89885;65;2;66;;67;;69;;70;3;71;;72;;73;;74;1;75;;68;
89884;65;1;66;;67;;69;;70;3;71;3;72;1;73;3;74;3;75;;68;
89847;65;1;66;1;67;;69;;70;;71;1;72;1;73;;74;;75;1;68;
89940;65;;66;2;67;;69;;70;;71;2;72;;73;;74;;75;;68;
89947;65;;66;;67;;69;;70;2;71;1;72;;73;;74;;75;2;68;
89939;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89926;65;;66;;67;;69;;70;;71;;72;1;73;;74;;75;;68;
89982;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89784;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89928;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89783;65;1;66;;67;;69;;70;;71;3;72;;73;;74;1;75;1;68;
89862;65;2;66;2;67;;69;1;70;3;71;3;72;;73;;74;2;75;3;68;
89923;65;;66;;67;;69;;70;3;71;1;72;1;73;;74;1;75;2;68;
89786;65;2;66;3;67;2;69;2;70;4;71;2;72;;73;4;74;1;75;2;68;3
89931;65;1;66;2;67;2;69;1;70;1;71;2;72;;73;2;74;2;75;1;68;2
89804;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89845;65;2;66;3;67;2;69;2;70;3;71;2;72;2;73;3;74;3;75;2;68;2
89937;65;2;66;2;67;2;69;1;70;2;71;2;72;1;73;3;74;1;75;1;68;2
89788;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89904;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89835;65;3;66;3;67;2;69;;70;1;71;4;72;;73;2;74;;75;2;68;3
89781;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89918;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89888;65;;66;3;67;;69;;70;;71;;72;;73;;74;;75;;68;
89946;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89984;65;;66;2;67;;69;;70;;71;;72;;73;;74;;75;1;68;
89852;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89958;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90084;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90135;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90170;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90085;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90136;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90171;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90086;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90137;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90172;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89853;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89987;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90188;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90210;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89089;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90317;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90017;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90016;65;;66;1;67;;69;;70;;71;2;72;;73;;74;;75;;68;
89680;65;;66;2;67;;69;;70;;71;;72;;73;;74;;75;;68;
89462;65;2;66;;67;;69;1;70;1;71;3;72;;73;2;74;;75;2;68;
89478;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89561;65;1;66;2;67;;69;;70;2;71;;72;;73;2;74;;75;2;68;
89682;65;2;66;2;67;;69;1;70;1;71;3;72;;73;2;74;2;75;2;68;
89721;65;2;66;2;67;;69;1;70;2;71;2;72;;73;2;74;1;75;2;68;
89453;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89697;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89861;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89859;65;3;66;3;67;;69;3;70;2;71;5;72;2;73;3;74;2;75;2;68;1
90291;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90052;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90031;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89797;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89320;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89602;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89459;65;;66;;67;;69;;70;;71;;72;;73;;74;2;75;;68;
89705;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90203;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90215;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90204;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90319;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90026;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89886;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89110;65;1;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89476;65;;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89528;65;1;66;1;67;;69;;70;;71;2;72;;73;;74;;75;1;68;
89805;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89209;65;;66;1;67;1;69;;70;;71;1;72;1;73;;74;;75;1;68;1
89369;65;1;66;1;67;1;69;1;70;;71;1;72;1;73;;74;;75;;68;1
89644;65;1;66;1;67;1;69;;70;2;71;1;72;1;73;1;74;;75;;68;1
89890;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89995;65;1;66;1;67;1;69;;70;1;71;1;72;2;73;;74;1;75;;68;
89864;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89132;65;;66;;67;;69;;70;;71;;72;;73;;74;1;75;;68;
89187;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89284;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89348;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89567;65;;66;;67;;69;;70;;71;;72;;73;;74;2;75;;68;
89624;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89155;65;1;66;2;67;1;69;;70;1;71;1;72;;73;1;74;1;75;2;68;2
89306;65;1;66;2;67;1;69;;70;1;71;1;72;;73;1;74;1;75;2;68;2
89588;65;1;66;2;67;1;69;;70;1;71;1;72;;73;1;74;1;75;2;68;2
89125;65;;66;;67;;69;;70;1;71;1;72;1;73;1;74;1;75;2;68;1
89227;65;;66;1;67;;69;;70;;71;2;72;;73;;74;;75;;68;
89274;65;1;66;1;67;;69;1;70;1;71;1;72;1;73;1;74;1;75;2;68;1
89388;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89412;65;1;66;1;67;;69;1;70;1;71;1;72;;73;1;74;1;75;2;68;1
89415;65;;66;;67;;69;;70;;71;;72;;73;;74;1;75;;68;
89522;65;;66;;67;;69;;70;;71;;72;1;73;;74;;75;;68;
89525;65;1;66;2;67;;69;1;70;;71;1;72;;73;;74;;75;;68;
89556;65;;66;1;67;;69;;70;1;71;1;72;1;73;1;74;1;75;2;68;1
89658;65;;66;1;67;;69;;70;;71;;72;;73;;74;1;75;;68;
90240;65;4;66;3;67;3;69;;70;5;71;3;72;;73;3;74;3;75;3;68;3
89988;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89790;65;;66;1;67;;69;;70;2;71;;72;;73;;74;2;75;;68;
89480;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89684;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89974;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89882;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89829;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89188;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89625;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89349;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89945;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89857;65;1;66;1;67;;69;;70;;71;;72;;73;;74;;75;1;68;
89960;65;2;66;1;67;;69;;70;1;71;1;72;1;73;;74;;75;1;68;
89848;65;1;66;1;67;;69;;70;;71;;72;1;73;;74;;75;;68;
89941;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89780;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89917;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89927;65;;66;1;67;;69;;70;;71;1;72;1;73;;74;;75;;68;1
89929;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89846;65;2;66;2;67;1;69;;70;;71;1;72;2;73;;74;1;75;;68;1
89938;65;1;66;1;67;2;69;1;70;;71;1;72;1;73;1;74;;75;1;68;1
90040;65;;66;1;67;;69;;70;;71;1;72;1;73;;74;;75;;68;
89840;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89919;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89789;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89905;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89985;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89902;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;1;68;
89854;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89959;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89943;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89930;65;;66;1;67;;69;;70;1;71;2;72;1;73;;74;;75;;68;1
89968;65;3;66;2;67;;69;;70;2;71;2;72;;73;;74;1;75;1;68;2
89090;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89156;65;;66;;67;;69;;70;;71;2;72;1;73;;74;;75;;68;1
89307;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
89589;65;;66;1;67;;69;;70;1;71;;72;1;73;;74;;75;;68;
89130;65;1;66;;67;;69;;70;;71;;72;1;73;;74;;75;1;68;1
89171;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
89281;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;1;68;1
89328;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89564;65;;66;1;67;;69;;70;;71;1;72;;73;;74;1;75;1;68;1
89607;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
89261;65;1;66;;67;;69;;70;;71;2;72;;73;;74;;75;1;68;1
89115;65;1;66;1;67;;69;;70;;71;2;72;1;73;;74;;75;;68;1
89526;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;1;75;1;68;
89841;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89842;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89766;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90273;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89820;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89793;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89179;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89337;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89615;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89143;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89294;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89540;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89576;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89160;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89312;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89541;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89597;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89251;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89704;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89775;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
89233;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89395;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89148;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89299;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89581;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89992;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89977;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89235;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89397;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89665;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
